,block_tract,points,Population,Area,AllRaces,Black,Households,NonfamilyHouseholds,RelNonrel,Nonrelatives,AllRaceCounts,MixedRace,OccupiedHousing,RentedHouseholds
68,0610119.001,"[[-73.985551, 40.757968], [-73.985085, 40.758589], [-73.98225599999999, 40.757387], [-73.98362399999999, 40.755516], [-73.984118, 40.754842], [-73.986949, 40.756036], [-73.986458, 40.75671], [-73.986014, 40.757338999999995], [-73.985551, 40.757968]]",445,         88724,466,160,445,385,387,17,445,19,387,385
69,0610119.002,"[[-73.989791, 40.757234], [-73.989297, 40.757906999999996], [-73.98884199999999, 40.758533], [-73.988391, 40.759164], [-73.987927, 40.759791], [-73.985322, 40.758686999999995], [-73.985085, 40.758589], [-73.985551, 40.757968], [-73.986014, 40.757338999999995], [-73.986458, 40.75671], [-73.986949, 40.756036], [-73.989791, 40.757234]]",675,         88867,713,253,675,635,641,10,675,32,641,638
70,0610121.002,"[[-73.99498299999999, 40.7603], [-73.99213999999999, 40.759102999999996], [-73.992633, 40.75843], [-73.995474, 40.759626999999995], [-73.99498299999999, 40.7603]]",2625,         23458,2757,334,2625,1295,1669,153,2625,116,1669,1668
71,0610121.004,"[[-73.99407, 40.761551999999995], [-73.99123, 40.760354], [-73.988391, 40.759164], [-73.98884199999999, 40.758533], [-73.99168499999999, 40.759729], [-73.994526, 40.760926999999995], [-73.99407, 40.761551999999995]]",1377,         43551,1425,94,1377,953,883,195,1377,43,883,817
72,0610121.005,"[[-73.99123, 40.760354], [-73.990764, 40.760988], [-73.987927, 40.759791], [-73.988391, 40.759164], [-73.99123, 40.760354]]",1259,         21983,1291,101,1259,931,864,165,1259,30,864,764
73,0610125.002,"[[-73.986561, 40.76166], [-73.984464, 40.760773], [-73.985322, 40.758686999999995], [-73.987927, 40.759791], [-73.987015, 40.761038], [-73.986561, 40.76166]]",1643,         53242,1682,116,1643,1027,1081,193,1643,35,1081,1023
74,0610127.001,"[[-73.989401, 40.762859], [-73.986561, 40.76166], [-73.987015, 40.761038], [-73.989863, 40.762235], [-73.989401, 40.762859]]",1320,21770,1371,62,1320,815,790,187,1320,48,790,749
75,0610127.002,"[[-73.990764, 40.760988], [-73.99031599999999, 40.761606], [-73.989863, 40.762235], [-73.987015, 40.761038], [-73.987927, 40.759791], [-73.990764, 40.760988]]",1239,43412,1297,81,1239,695,708,144,1239,49,708,611
76,0610127.004,"[[-73.992701, 40.763431], [-73.992244, 40.764057], [-73.991788, 40.764683999999995], [-73.988947, 40.763486], [-73.989401, 40.762859], [-73.989863, 40.762235], [-73.992701, 40.763431]]",1716,43634,1829,99,1716,974,990,225,1716,109,990,873
77,0610127.005,"[[-73.987594, 40.762916], [-73.986104, 40.76229], [-73.986561, 40.76166], [-73.989401, 40.762859], [-73.988947, 40.763486], [-73.987594, 40.762916]]",740,21849,761,39,740,446,499,66,740,20,499,236
79,0610129.001,"[[-73.993156, 40.762806], [-73.99360899999999, 40.762184], [-73.994225, 40.762442], [-73.998622, 40.764296], [-73.999098, 40.76368], [-73.99969399999999, 40.763137], [-74.000356, 40.762609], [-74.00116299999999, 40.762021], [-74.001716, 40.762208], [-73.99815199999999, 40.765474], [-74.001044, 40.767092999999996], [-73.997954, 40.765789], [-73.997254, 40.766759], [-74.000187, 40.768477], [-73.996933, 40.767139], [-73.996493, 40.766684999999995], [-73.992345, 40.764919], [-73.991788, 40.764683999999995], [-73.992244, 40.764057], [-73.992701, 40.763431], [-73.993156, 40.762806]]",2684,240483,2803,317,2684,1406,1362,346,2684,115,1362,1162
80,0610129.002,"[[-73.995474, 40.759626999999995], [-73.99831499999999, 40.760822999999995], [-74.00116299999999, 40.762021], [-74.000356, 40.762609], [-73.99969399999999, 40.763137], [-73.999098, 40.76368], [-73.998622, 40.764296], [-73.994225, 40.762442], [-73.99360899999999, 40.762184], [-73.99407, 40.761551999999995], [-73.994526, 40.760926999999995], [-73.99498299999999, 40.7603], [-73.995474, 40.759626999999995]]",3354,164513,3453,221,3354,2105,1992,508,3354,88,1992,1478
81,0610131.001,"[[-73.985647, 40.762915], [-73.983628, 40.762065], [-73.982807, 40.761719], [-73.981434, 40.763594], [-73.978601, 40.762395999999995], [-73.980426, 40.759899], [-73.983263, 40.761094], [-73.986104, 40.76229], [-73.985647, 40.762915]]",947,108722,974,33,947,573,632,73,947,26,632,510
82,0610131.002,"[[-73.984734, 40.76417], [-73.98428299999999, 40.764792], [-73.981434, 40.763594], [-73.982807, 40.761719], [-73.983628, 40.762065], [-73.985647, 40.762915], [-73.985192, 40.763543], [-73.984734, 40.76417]]",1869,65418,1931,111,1869,1192,1192,254,1869,60,1192,1115
83,0610133.001,"[[-73.98725499999999, 40.76359], [-73.985647, 40.762915], [-73.986104, 40.76229], [-73.987594, 40.762916], [-73.987388, 40.763267], [-73.987436, 40.763296], [-73.98725499999999, 40.76359]]",688,11858,704,32,688,534,480,99,688,14,480,480
84,0610133.002,"[[-73.98725499999999, 40.76359], [-73.987436, 40.763296], [-73.987388, 40.763267], [-73.987594, 40.762916], [-73.988947, 40.763486], [-73.988491, 40.764109999999995], [-73.98803199999999, 40.764737], [-73.985192, 40.763543], [-73.985647, 40.762915], [-73.98725499999999, 40.76359]]",1509,31761,1608,130,1509,874,863,206,1509,83,863,773
85,0610133.004,"[[-73.987122, 40.765989], [-73.98757599999999, 40.765364], [-73.98803199999999, 40.764737], [-73.990876, 40.765934], [-73.990422, 40.766560999999996], [-73.989964, 40.767188], [-73.987122, 40.765989]]",1203,43647,1254,87,1203,853,655,239,1203,46,655,624
86,0610133.005,"[[-73.98757599999999, 40.765364], [-73.987122, 40.765989], [-73.98428299999999, 40.764792], [-73.984734, 40.76417], [-73.985192, 40.763543], [-73.98803199999999, 40.764737], [-73.98757599999999, 40.765364]]",1512,43496,1566,61,1512,1010,759,292,1512,51,759,590
88,0610135.001,"[[-73.993836, 40.772825], [-73.99334, 40.772726999999996], [-73.9937, 40.772166], [-73.99091299999999, 40.770987999999996], [-73.988063, 40.769791], [-73.988559, 40.769115], [-73.989051, 40.76844], [-73.989505, 40.767815999999996], [-73.989964, 40.767188], [-73.99080099999999, 40.76754], [-73.99280499999999, 40.768381999999995], [-73.994688, 40.769219], [-73.995629, 40.767953999999996], [-73.996034, 40.767303], [-73.996493, 40.766684999999995], [-73.996933, 40.767139], [-73.99630499999999, 40.767956999999996], [-73.996918, 40.768758], [-73.99444, 40.772214], [-73.996501, 40.773446], [-73.993836, 40.772825]]",3691,274952,3857,629,3691,1460,1950,262,3691,161,1950,1917
89,0610074.001,"[[-73.982957, 40.747765], [-73.983443, 40.747098], [-73.984344, 40.745861], [-73.98594899999999, 40.746536], [-73.984076, 40.749102], [-73.982473, 40.748432], [-73.980853, 40.747751], [-73.98136099999999, 40.747144999999996], [-73.982957, 40.747765]]",1169,         63054,1197,25,1169,650,730,121,1169,24,730,346
90,0610076.001,"[[-73.989166, 40.747895], [-73.988714, 40.748512999999996], [-73.98827, 40.749148], [-73.987973, 40.749491], [-73.98778, 40.749772], [-73.98729399999999, 40.750451], [-73.984076, 40.749102], [-73.98594899999999, 40.746536], [-73.989166, 40.747895]]",1664,        100994,1704,69,1664,1263,1081,265,1664,37,1081,1062
91,0610092.001,"[[-73.971217, 40.755193], [-73.971677, 40.75457], [-73.97213599999999, 40.753943], [-73.972588, 40.753318], [-73.973503, 40.752064999999995], [-73.973959, 40.751441], [-73.97444899999999, 40.750766], [-73.97604799999999, 40.751441], [-73.977677, 40.752119], [-73.97837, 40.752416], [-73.976516, 40.754974], [-73.975807, 40.754678], [-73.975352, 40.755303], [-73.97443899999999, 40.756555999999996], [-73.97282, 40.75587], [-73.971217, 40.755193]]",1806,        197023,1839,95,1806,1135,1199,196,1806,31,1199,1064
92,0610093.006,"[[-74.003236, 40.748974], [-74.002785, 40.749592], [-73.999938, 40.748400000000004], [-74.000399, 40.747766999999996], [-74.003236, 40.748974]]",1816,         21764,1924,482,1816,308,746,72,1816,97,746,699
93,0610094.001,"[[-73.976516, 40.754974], [-73.97837, 40.752416], [-73.980888, 40.753481], [-73.978565, 40.756654999999995], [-73.978116, 40.757284], [-73.977655, 40.757912], [-73.97443899999999, 40.756555999999996], [-73.975352, 40.755303], [-73.975807, 40.754678], [-73.976516, 40.754974]]",73,        152754,73,2,73,37,40,10,73,0,40,36
94,0610095.002,"[[-73.992463, 40.748469], [-73.993359, 40.747234999999996], [-73.99426199999999, 40.746004], [-73.99709899999999, 40.747205], [-73.996196, 40.748439999999995], [-73.995749, 40.749052], [-73.995299, 40.749671], [-73.992463, 40.748469]]",1806,         85885,1870,91,1806,402,410,91,1806,61,410,261
95,0610096.001,"[[-73.98225599999999, 40.757387], [-73.981341, 40.758645], [-73.980886, 40.75927], [-73.977655, 40.757912], [-73.978116, 40.757284], [-73.978565, 40.756654999999995], [-73.980888, 40.753481], [-73.984118, 40.754842], [-73.98362399999999, 40.755516], [-73.98225599999999, 40.757387]]",155,        175329,156,6,155,97,105,14,155,1,105,92
96,0610097.002,"[[-73.998594, 40.750240999999995], [-73.99903499999999, 40.749638], [-73.999938, 40.748400000000004], [-74.002785, 40.749592], [-74.00143, 40.751445], [-74.00094299999999, 40.752105], [-73.999723, 40.751653999999995], [-73.99812, 40.750903], [-73.998594, 40.750240999999995]]",1010,         88282,1087,401,1010,168,409,25,1010,67,409,406
97,0610097.003,"[[-73.99903499999999, 40.749638], [-73.99732999999999, 40.74934], [-73.996853, 40.748968], [-73.997226, 40.748788], [-73.997332, 40.748363], [-73.997918, 40.747549], [-73.999938, 40.748400000000004], [-73.99903499999999, 40.749638]]",607,         26265,638,57,607,239,363,18,607,24,363,63
98,0610098.001,"[[-73.966702, 40.757380999999995], [-73.967152, 40.756766], [-73.969394, 40.7577], [-73.968936, 40.75833], [-73.966702, 40.757380999999995]]",847,         17072,869,64,847,441,491,68,847,21,491,267
99,0610098.002,"[[-73.967607, 40.756132], [-73.968065, 40.755503999999995], [-73.97031299999999, 40.756453], [-73.969848, 40.757076], [-73.969394, 40.7577], [-73.967152, 40.756766], [-73.967607, 40.756132]]",932,         34485,948,24,932,481,568,85,932,16,568,312
100,0610098.004,"[[-73.96852, 40.754877], [-73.966157, 40.753878], [-73.966616, 40.753243999999995], [-73.96897799999999, 40.754251], [-73.96852, 40.754877]]",926,         18279,946,29,926,530,594,95,926,20,594,410
101,0610139.001,"[[-73.985716, 40.767918], [-73.988559, 40.769115], [-73.988063, 40.769791], [-73.985218, 40.768595], [-73.985716, 40.767918]]",1399,23614,1451,89,1399,994,994,150,1399,50,994,777
102,0610139.002,"[[-73.985716, 40.767918], [-73.986204, 40.767243], [-73.989051, 40.76844], [-73.988559, 40.769115], [-73.985716, 40.767918]]",969,23504,1002,64,969,657,630,111,969,30,630,573
103,0610139.004,"[[-73.986659, 40.766616], [-73.983822, 40.765418], [-73.98428299999999, 40.764792], [-73.987122, 40.765989], [-73.986659, 40.766616]]",1489,21858,1549,74,1489,1004,990,177,1489,55,990,878
104,0610139.005,"[[-73.983367, 40.766045], [-73.983822, 40.765418], [-73.986659, 40.766616], [-73.986204, 40.767243], [-73.983367, 40.766045]]",1364,21790,1406,62,1364,921,948,157,1364,41,948,662
105,0610139.007,"[[-73.98237999999999, 40.7674], [-73.982877, 40.766715], [-73.985716, 40.767918], [-73.985218, 40.768595], [-73.98237999999999, 40.7674]]",1538,23728,1593,41,1538,873,1019,124,1538,50,1019,753
107,0610145.001,"[[-73.983468, 40.771136], [-73.98385499999999, 40.77048], [-73.984315, 40.769847999999996], [-73.984769, 40.769217999999995], [-73.98761499999999, 40.770415], [-73.987146, 40.771054], [-73.986695, 40.771668], [-73.986238, 40.772299], [-73.983468, 40.771136]]",2071,65329,2140,90,2071,518,714,79,2071,66,714,534
108,0610145.003,"[[-73.98385499999999, 40.77048], [-73.983468, 40.771136], [-73.982147, 40.770573999999996], [-73.980564, 40.769905], [-73.981023, 40.769272], [-73.98164799999999, 40.768436], [-73.98133, 40.768195], [-73.98136199999999, 40.767837], [-73.98151, 40.767703999999995], [-73.981634, 40.767645], [-73.98181799999999, 40.76761], [-73.982152, 40.767680999999996], [-73.98242499999999, 40.767913], [-73.982376, 40.768312], [-73.982067, 40.768481], [-73.98209299999999, 40.768893], [-73.984315, 40.769847999999996], [-73.98385499999999, 40.77048]]",1482,53209,1516,28,1482,457,814,58,1482,34,814,435
109,0610145.004,"[[-73.982067, 40.768481], [-73.982376, 40.768312], [-73.98242499999999, 40.767913], [-73.982152, 40.767680999999996], [-73.98237999999999, 40.7674], [-73.985218, 40.768595], [-73.984769, 40.769217999999995], [-73.984315, 40.769847999999996], [-73.98209299999999, 40.768893], [-73.982067, 40.768481]]",751,38104,772,19,751,373,500,32,751,21,500,174
110,0610147.001,"[[-73.990454, 40.771612], [-73.98953999999999, 40.772866], [-73.986695, 40.771668], [-73.987146, 40.771054], [-73.98761499999999, 40.770415], [-73.988063, 40.769791], [-73.99091299999999, 40.770987999999996], [-73.990454, 40.771612]]",2755,65414,2859,144,2755,1081,1516,206,2755,101,1516,1198
111,0610149.001,"[[-73.985332, 40.773531], [-73.98487899999999, 40.774155], [-73.98441199999999, 40.774808], [-73.982222, 40.773872999999995], [-73.981573, 40.773602], [-73.982072, 40.772988999999995], [-73.98219499999999, 40.772864], [-73.98259, 40.772345], [-73.98303299999999, 40.771761999999995], [-73.982159, 40.771394], [-73.982147, 40.770573999999996], [-73.983468, 40.771136], [-73.986238, 40.772299], [-73.985792, 40.772904], [-73.985332, 40.773531]]",1175,93439,1216,47,1175,294,450,44,1175,41,450,152
112,0610149.005,"[[-73.982159, 40.771394], [-73.98011199999999, 40.770528999999996], [-73.980564, 40.769905], [-73.982147, 40.770573999999996], [-73.982159, 40.771394]]",1224,13869,1240,11,1224,475,672,88,1224,16,672,425
113,0610137.002,"[[-73.980036, 40.765521], [-73.97954399999999, 40.766197], [-73.976703, 40.764996], [-73.97719599999999, 40.764323999999995], [-73.980036, 40.765521]]",681,23487,698,18,681,337,431,51,681,16,431,270
114,0610137.003,"[[-73.981848, 40.766287], [-73.981988, 40.76546], [-73.98052799999999, 40.764844], [-73.981434, 40.763594], [-73.98428299999999, 40.764792], [-73.983822, 40.765418], [-73.983367, 40.766045], [-73.982877, 40.766715], [-73.981848, 40.766287]]",1318,53462,1338,39,1318,738,820,144,1318,18,820,751
115,0610080.002,"[[-73.97950399999999, 40.749603], [-73.979058, 40.75022], [-73.978607, 40.750842], [-73.977677, 40.752119], [-73.97604799999999, 40.751441], [-73.976986, 40.750157], [-73.977888, 40.748920999999996], [-73.978338, 40.748303], [-73.97995399999999, 40.748985], [-73.97950399999999, 40.749603]]",1203,         62307,1240,40,1203,729,795,112,1203,34,795,431
