,block_tract,points,Population,Area,AllRaces,Black,Households,NonfamilyHouseholds,RelNonrel,Nonrelatives,AllRaceCounts,MixedRace,OccupiedHousing,RentedHouseholds
124,0470493.001,"[[-73.94007599999999, 40.709102], [-73.94175899999999, 40.708943999999995], [-73.94344, 40.708780999999995], [-73.943557, 40.709496], [-73.943676, 40.710223], [-73.943788, 40.710901], [-73.942105, 40.711059999999996], [-73.940423, 40.711217999999995], [-73.940314, 40.710522], [-73.94007599999999, 40.709102]]",2160,         67820,2308,740,2160,394,961,63,2160,141,961,958
125,0470493.002,"[[-73.943202, 40.707335], [-73.943322, 40.708071], [-73.94344, 40.708780999999995], [-73.94175899999999, 40.708943999999995], [-73.94007599999999, 40.709102], [-73.93995799999999, 40.70839], [-73.94163999999999, 40.70823], [-73.941518, 40.707493], [-73.943202, 40.707335]]",1432,         34660,1509,112,1432,650,570,259,1432,73,570,537
126,0470493.004,"[[-73.939037, 40.706264999999995], [-73.939598, 40.70621], [-73.939432, 40.705256], [-73.939313, 40.704814999999996], [-73.94103, 40.704637], [-73.941282, 40.706049], [-73.94139899999999, 40.706758], [-73.93971499999999, 40.706917999999995], [-73.938705, 40.707015], [-73.939037, 40.706264999999995]]",1698,         39306,1782,493,1698,118,514,49,1698,79,514,513
127,0470493.005,"[[-73.94284999999999, 40.705182], [-73.942966, 40.705888], [-73.943086, 40.706596999999995], [-73.943202, 40.707335], [-73.941518, 40.707493], [-73.94139899999999, 40.706758], [-73.941282, 40.706049], [-73.94103, 40.704637], [-73.942734, 40.704473], [-73.94284999999999, 40.705182]]",1412,         46057,1490,269,1412,400,532,122,1412,74,532,529
128,0470495.001,"[[-73.94234999999999, 40.712537], [-73.942466, 40.713243999999996], [-73.942583, 40.713955], [-73.941713, 40.714006999999995], [-73.941385, 40.713347], [-73.941041, 40.712666], [-73.940688, 40.711962], [-73.940477, 40.711563], [-73.940423, 40.711217999999995], [-73.942105, 40.711059999999996], [-73.942228, 40.711801], [-73.94234999999999, 40.712537]]",813,         36171,836,20,813,441,386,133,813,23,386,326
129,0470495.003,"[[-73.945596, 40.711481], [-73.945717, 40.712218], [-73.94583399999999, 40.712927], [-73.945949, 40.713637999999996], [-73.944265, 40.713795999999995], [-73.944148, 40.713087], [-73.94403199999999, 40.712378], [-73.943911, 40.711641], [-73.943788, 40.710901], [-73.945475, 40.71074], [-73.945596, 40.711481]]",847,         46518,897,29,847,480,369,154,847,46,369,309
130,0470129.012,"[[-73.980463, 40.681221], [-73.980034, 40.681854], [-73.97960499999999, 40.682489], [-73.977023, 40.681486], [-73.97781499999999, 40.680313], [-73.977886, 40.680217], [-73.980463, 40.681221]]",884,         38829,923,150,884,412,435,133,884,36,435,295
131,0470129.021,"[[-73.976596, 40.68212], [-73.976317, 40.682508999999996], [-73.976209, 40.68273], [-73.975929, 40.683505], [-73.97377999999999, 40.683060999999995], [-73.973952, 40.682280999999996], [-73.974504, 40.680733], [-73.975144, 40.680872], [-73.975338, 40.680831999999995], [-73.977023, 40.681486], [-73.976596, 40.68212]]",278,         53563,296,50,278,153,141,46,278,18,141,118
132,0470129.022,"[[-73.97490499999999, 40.679955], [-73.975321, 40.679333], [-73.97781499999999, 40.680313], [-73.977023, 40.681486], [-73.975338, 40.680831999999995], [-73.975144, 40.680872], [-73.974504, 40.680733], [-73.97469199999999, 40.680265999999996], [-73.97490499999999, 40.679955]]",933,         35851,978,151,933,410,412,138,933,44,412,336
133,0470497.001,"[[-73.94676799999999, 40.718700000000005], [-73.94639699999999, 40.718661999999995], [-73.943427, 40.718934], [-73.943285, 40.718226], [-73.94317, 40.717517], [-73.94485, 40.717357], [-73.946533, 40.717197999999996], [-73.946752, 40.718615], [-73.94676799999999, 40.718700000000005]]",750,         45680,775,8,750,435,387,130,750,23,387,330
134,0470497.002,"[[-73.94268699999999, 40.714692], [-73.942066, 40.714729], [-73.941713, 40.714006999999995], [-73.942583, 40.713955], [-73.944265, 40.713795999999995], [-73.944388, 40.714532], [-73.94485, 40.717357], [-73.94317, 40.717517], [-73.94293499999999, 40.716096], [-73.942701, 40.714816], [-73.94268699999999, 40.714692]]",830,         62389,858,10,830,450,426,128,830,27,426,348
135,0470499.001,"[[-73.946275, 40.722863], [-73.945015, 40.723003999999996], [-73.944797, 40.721681], [-73.948875, 40.721292], [-73.949078, 40.722539999999995], [-73.946275, 40.722863]]",781,         50063,791,9,781,325,347,107,781,10,347,276
136,0470499.002,"[[-73.947234, 40.718568999999995], [-73.948416, 40.718455], [-73.948875, 40.721292], [-73.944797, 40.721681], [-73.94474699999999, 40.720935], [-73.94440999999999, 40.720272], [-73.946798, 40.718863999999996], [-73.947234, 40.718568999999995]]",972,         90973,1003,30,972,441,480,139,972,30,480,369
137,0470501.001,"[[-73.946417, 40.716487], [-73.946186, 40.715067], [-73.947833, 40.714914], [-73.947954, 40.715616999999995], [-73.948067, 40.716331], [-73.948291, 40.717659999999995], [-73.9481, 40.717771], [-73.946752, 40.718615], [-73.946533, 40.717197999999996], [-73.946417, 40.716487]]",870,         49426,884,19,870,401,430,123,870,14,430,331
138,0470501.003,"[[-73.948291, 40.717659999999995], [-73.948067, 40.716331], [-73.947954, 40.715616999999995], [-73.949598, 40.715464], [-73.949482, 40.714755], [-73.949372, 40.714067], [-73.951624, 40.714065999999995], [-73.953282, 40.714079999999996], [-73.95332599999999, 40.714095], [-73.953583, 40.71407], [-73.953411, 40.714220999999995], [-73.952793, 40.714763], [-73.952178, 40.715306], [-73.951859, 40.715528], [-73.95118, 40.716035999999995], [-73.94982999999999, 40.716868], [-73.94925599999999, 40.717287], [-73.947234, 40.718568999999995], [-73.946798, 40.718863999999996], [-73.94676799999999, 40.718700000000005], [-73.946752, 40.718615], [-73.9481, 40.717771], [-73.948291, 40.717659999999995]]",900,         91962,920,12,900,531,449,160,900,19,449,365
139,0470503.002,"[[-73.945475, 40.71074], [-73.947104, 40.710588], [-73.946973, 40.709894], [-73.948655, 40.709725], [-73.948771, 40.710432], [-73.948892, 40.711168], [-73.947245, 40.711324], [-73.945596, 40.711481], [-73.945475, 40.71074]]",978,         34382,1035,51,978,419,397,147,978,55,397,357
140,0470503.003,"[[-73.948892, 40.711168], [-73.94901399999999, 40.711904], [-73.949131, 40.712612], [-73.949372, 40.714067], [-73.94771899999999, 40.714216], [-73.947597, 40.713477], [-73.947482, 40.71277], [-73.947366, 40.712061], [-73.947245, 40.711324], [-73.948892, 40.711168]]",802,         45496,824,9,802,411,391,128,802,22,391,320
141,0470505.001,"[[-73.94685299999999, 40.709178], [-73.946973, 40.709894], [-73.947104, 40.710588], [-73.945475, 40.71074], [-73.943788, 40.710901], [-73.943676, 40.710223], [-73.943557, 40.709496], [-73.94344, 40.708780999999995], [-73.94512499999999, 40.708625], [-73.946756, 40.708466], [-73.94685299999999, 40.709178]]",1537,         66695,1640,545,1537,260,657,50,1537,90,657,650
142,0470505.003,"[[-73.943086, 40.706596999999995], [-73.942966, 40.705888], [-73.94284999999999, 40.705182], [-73.94456699999999, 40.705020999999995], [-73.944687, 40.705739], [-73.946265, 40.705604], [-73.946523, 40.707011], [-73.944904, 40.707169], [-73.943202, 40.707335], [-73.943086, 40.706596999999995]]",1495,         56673,1528,290,1495,443,636,98,1495,31,636,572
143,0470507.001,"[[-73.944388, 40.700424999999996], [-73.944617, 40.700404999999996], [-73.94712799999999, 40.700123], [-73.947248, 40.700105], [-73.950091, 40.699791], [-73.950756, 40.700444999999995], [-73.95128799999999, 40.700922], [-73.949379, 40.702158999999995], [-73.947052, 40.703663999999996], [-73.945855, 40.702987], [-73.94400499999999, 40.701961999999995], [-73.94306399999999, 40.701423999999996], [-73.942201, 40.700891], [-73.941931, 40.700725], [-73.944388, 40.700424999999996]]",2288,        174635,2334,159,2288,139,489,64,2288,45,489,423
144,0470509.002,"[[-73.95064099999999, 40.703286999999996], [-73.949379, 40.702158999999995], [-73.95128799999999, 40.700922], [-73.951921, 40.701487], [-73.953181, 40.702617], [-73.953812, 40.703181], [-73.95190000000001, 40.704418], [-73.95064099999999, 40.703286999999996]]",2050,         69789,2057,18,2050,39,331,10,2050,7,331,231
145,0470511.001,"[[-73.950406, 40.706652999999996], [-73.948196, 40.706852], [-73.946523, 40.707011], [-73.946265, 40.705604], [-73.947981, 40.705442], [-73.94983599999999, 40.705228999999996], [-73.950237, 40.705473], [-73.950406, 40.706652999999996]]",1734,         52508,1794,287,1734,295,755,39,1734,57,755,656
146,0470511.002,"[[-73.95066, 40.708169999999996], [-73.950549, 40.708106], [-73.948421, 40.708304999999996], [-73.946756, 40.708466], [-73.946523, 40.707011], [-73.948196, 40.706852], [-73.950406, 40.706652999999996], [-73.95053, 40.707391], [-73.95066, 40.708169999999996]]",829,         53657,857,77,829,376,351,136,829,27,351,314
147,0470511.003,"[[-73.94685299999999, 40.709178], [-73.946756, 40.708466], [-73.948421, 40.708304999999996], [-73.950549, 40.708106], [-73.95066, 40.708169999999996], [-73.95076, 40.708802999999996], [-73.95083, 40.709143], [-73.950875, 40.709513], [-73.948655, 40.709725], [-73.946973, 40.709894], [-73.94685299999999, 40.709178]]",1370,         52839,1460,93,1370,456,540,171,1370,83,540,486
148,0470513.001,"[[-73.951235, 40.711692], [-73.95135599999999, 40.712399], [-73.951624, 40.714065999999995], [-73.949372, 40.714067], [-73.949131, 40.712612], [-73.94901399999999, 40.711904], [-73.948892, 40.711168], [-73.951116, 40.710957], [-73.951235, 40.711692]]",989,         63654,1030,22,989,507,475,159,989,39,475,353
149,0470513.002,"[[-73.950994, 40.710221], [-73.951116, 40.710957], [-73.948892, 40.711168], [-73.948771, 40.710432], [-73.948655, 40.709725], [-73.950875, 40.709513], [-73.950994, 40.710221]]",1085,         30582,1145,138,1085,484,423,185,1085,55,423,398
150,0470513.003,"[[-73.950994, 40.710221], [-73.950875, 40.709513], [-73.95083, 40.709143], [-73.95236, 40.709716], [-73.951968, 40.710336], [-73.95346599999999, 40.710884], [-73.95463699999999, 40.711324], [-73.954303, 40.711841], [-73.953498, 40.713122999999996], [-73.953282, 40.714079999999996], [-73.951624, 40.714065999999995], [-73.95135599999999, 40.712399], [-73.951235, 40.711692], [-73.951116, 40.710957], [-73.950994, 40.710221]]",1271,         94109,1330,69,1271,698,571,237,1271,55,571,515
151,0470513.004,"[[-73.953856, 40.710263999999995], [-73.954735, 40.710595], [-73.955133, 40.710533], [-73.95549799999999, 40.709948999999995], [-73.956859, 40.710452], [-73.956199, 40.711113], [-73.95547599999999, 40.712266], [-73.95506499999999, 40.712866], [-73.95434, 40.714072], [-73.953583, 40.71407], [-73.95332599999999, 40.714095], [-73.953282, 40.714079999999996], [-73.953498, 40.713122999999996], [-73.954303, 40.711841], [-73.95463699999999, 40.711324], [-73.95346599999999, 40.710884], [-73.951968, 40.710336], [-73.95236, 40.709716], [-73.953856, 40.710263999999995]]",987,         70982,1081,88,987,254,378,93,987,83,378,369
152,0470163.001,"[[-73.971394, 40.680082999999996], [-73.970852, 40.681619999999995], [-73.97064, 40.682414], [-73.96866399999999, 40.682], [-73.967477, 40.681754], [-73.96767799999999, 40.680955], [-73.96795399999999, 40.680189], [-73.968227, 40.679421999999995], [-73.971394, 40.680082999999996]]",346,         74001,372,81,346,129,143,40,346,23,143,101
153,0470285.011,"[[-73.94115, 40.698541], [-73.943949, 40.698222], [-73.944096, 40.698972999999995], [-73.944388, 40.700424999999996], [-73.941931, 40.700725], [-73.941149, 40.700281], [-73.939728, 40.69948], [-73.938902, 40.699037], [-73.938568, 40.698848], [-73.94115, 40.698541]]",428,         83241,452,90,428,81,125,43,428,20,125,114
154,0470285.021,"[[-73.937792, 40.69669], [-73.940705, 40.696354], [-73.94352599999999, 40.696031], [-73.943949, 40.698222], [-73.94115, 40.698541], [-73.938568, 40.698848], [-73.938177, 40.698640999999995], [-73.93808899999999, 40.698088], [-73.937955, 40.697423], [-73.937792, 40.69669]]",2802,        119870,2950,1638,2802,375,1092,75,2802,137,1092,1091
155,0470287.001,"[[-73.93600599999999, 40.697406], [-73.935222, 40.696985999999995], [-73.933118, 40.695791], [-73.934558, 40.695554], [-73.937484, 40.695219], [-73.937631, 40.695951], [-73.937792, 40.69669], [-73.937955, 40.697423], [-73.93808899999999, 40.698088], [-73.938177, 40.698640999999995], [-73.93675999999999, 40.697831], [-73.936388, 40.697616], [-73.93600599999999, 40.697406]]",1074,         73062,1122,471,1074,285,389,107,1074,41,389,320
156,0470287.003,"[[-73.93177299999999, 40.695028], [-73.931308, 40.694766], [-73.931345, 40.694421999999996], [-73.934269, 40.694089999999996], [-73.937195, 40.693751999999996], [-73.937342, 40.694485], [-73.934417, 40.694821], [-73.931929, 40.695115], [-73.93177299999999, 40.695028]]",1367,         40791,1436,823,1367,213,516,63,1367,64,516,482
157,0470289.003,"[[-73.933979, 40.692623999999995], [-73.936905, 40.692288], [-73.937049, 40.693021], [-73.934134, 40.693355], [-73.931204, 40.693692], [-73.93105299999999, 40.692961], [-73.933979, 40.692623999999995]]",652,         41110,682,496,652,117,226,42,652,29,226,157
158,0470289.004,"[[-73.934134, 40.693355], [-73.937049, 40.693021], [-73.937195, 40.693751999999996], [-73.934269, 40.694089999999996], [-73.931345, 40.694421999999996], [-73.931204, 40.693692], [-73.934134, 40.693355]]",1267,         41082,1322,753,1267,237,481,40,1267,46,481,454
159,0470291.001,"[[-73.936758, 40.691556], [-73.93383299999999, 40.691893], [-73.93090699999999, 40.692228], [-73.930616, 40.690762], [-73.936467, 40.69009], [-73.936612, 40.690822], [-73.936758, 40.691556]]",1100,         82329,1140,938,1100,258,466,62,1100,36,466,350
160,0470293.001,"[[-73.933249, 40.688961], [-73.930325, 40.689298], [-73.93018, 40.688565], [-73.93310199999999, 40.688232], [-73.936027, 40.687892], [-73.936172, 40.688627], [-73.933249, 40.688961]]",673,         41069,698,585,673,67,236,28,673,22,236,222
161,0470295.004,"[[-73.93252199999999, 40.685297999999996], [-73.932378, 40.684565], [-73.9353, 40.684228999999995], [-73.93544399999999, 40.684962999999996], [-73.93558999999999, 40.685694999999996], [-73.93266899999999, 40.686032], [-73.93252199999999, 40.685297999999996]]",819,         41150,872,728,819,237,376,50,819,43,376,250
162,0470297.003,"[[-73.931793, 40.681633999999995], [-73.931647, 40.680901999999996], [-73.93457099999999, 40.680565], [-73.934715, 40.681298], [-73.934862, 40.682030999999995], [-73.935008, 40.682764], [-73.932086, 40.6831], [-73.931793, 40.681633999999995]]",962,         61704,994,852,962,320,460,88,962,27,460,292
163,0470311.003,"[[-73.941463, 40.6772], [-73.94138099999999, 40.678073], [-73.93982799999999, 40.67799], [-73.938609, 40.677769999999995], [-73.938695, 40.67705], [-73.938768, 40.676272], [-73.941535, 40.676421], [-73.941463, 40.6772]]",846,         42352,875,757,846,258,363,59,846,28,363,285
164,0470313.004,"[[-73.947074, 40.676722999999996], [-73.94699899999999, 40.677501], [-73.946911, 40.678391999999995], [-73.944149, 40.678239], [-73.94422999999999, 40.677351], [-73.94430299999999, 40.676572], [-73.947074, 40.676722999999996]]",936,         43565,969,835,936,319,466,59,936,31,466,375
165,0470315.004,"[[-73.95272, 40.677029999999995], [-73.952812, 40.677845], [-73.952987, 40.678722], [-73.949679, 40.678543], [-73.94977, 40.677651999999995], [-73.949845, 40.676874999999995], [-73.95272, 40.677029999999995]]",1294,         48423,1365,1023,1294,427,561,121,1294,62,561,518
166,0470561.002,"[[-73.957172, 40.727317], [-73.95724299999999, 40.727754], [-73.95736, 40.728457999999996], [-73.954611, 40.728724], [-73.95365799999999, 40.728823], [-73.953273, 40.728133], [-73.954137, 40.727848], [-73.954979, 40.727568], [-73.956335, 40.727123], [-73.956941, 40.727061], [-73.957185, 40.727069], [-73.957172, 40.727317]]",842,         41995,857,10,842,380,393,113,842,14,393,259
167,0470561.004,"[[-73.954392, 40.726535999999996], [-73.95354499999999, 40.726814], [-73.952597, 40.725152], [-73.953442, 40.724872999999995], [-73.956273, 40.723389999999995], [-73.95772199999999, 40.724271], [-73.957717, 40.724298], [-73.957493, 40.725524], [-73.956079, 40.72598], [-73.954392, 40.726535999999996]]",891,         85696,903,7,891,409,408,134,891,12,408,349
168,0470563.001,"[[-73.95805899999999, 40.732715999999996], [-73.957943, 40.732009], [-73.960167, 40.731801999999995], [-73.962057, 40.73153], [-73.962549, 40.733542], [-73.962795, 40.737674], [-73.96118799999999, 40.737091], [-73.955164, 40.739145], [-73.955472, 40.737997], [-73.958635, 40.736213], [-73.95840799999999, 40.734843999999995], [-73.958292, 40.734134999999995], [-73.958175, 40.733426], [-73.95805899999999, 40.732715999999996]]",867,        233831,898,28,867,382,396,132,867,27,396,342
169,0470563.002,"[[-73.95840799999999, 40.734843999999995], [-73.958635, 40.736213], [-73.955472, 40.737997], [-73.955423, 40.737285], [-73.95519, 40.735867], [-73.955074, 40.73516], [-73.95840799999999, 40.734843999999995]]",1037,         65901,1100,104,1037,467,519,97,1037,55,519,483
170,0470563.004,"[[-73.954843, 40.73374], [-73.95472699999999, 40.733031], [-73.95460899999999, 40.732324], [-73.957943, 40.732009], [-73.95805899999999, 40.732715999999996], [-73.958175, 40.733426], [-73.954843, 40.73374]]",1310,         44970,1381,36,1310,622,589,219,1310,67,589,524
171,0470565.001,"[[-73.95365799999999, 40.728823], [-73.954611, 40.728724], [-73.95736, 40.728457999999996], [-73.961534, 40.728091], [-73.961792, 40.729870999999996], [-73.96157199999999, 40.730064], [-73.961741, 40.730789], [-73.962057, 40.73153], [-73.960167, 40.731801999999995], [-73.957943, 40.732009], [-73.957711, 40.730588999999995], [-73.95747899999999, 40.729169], [-73.953957, 40.729503], [-73.95365799999999, 40.728823]]",978,        160667,1001,18,978,433,463,122,978,22,463,396
172,0470565.003,"[[-73.95747899999999, 40.729169], [-73.957711, 40.730588999999995], [-73.954379, 40.730906999999995], [-73.954245, 40.730197], [-73.953957, 40.729503], [-73.95747899999999, 40.729169]]",1128,         45865,1156,19,1128,570,583,174,1128,28,583,509
173,0470569.001,"[[-73.951646, 40.723486], [-73.950788, 40.723772], [-73.951736, 40.725435999999995], [-73.950875, 40.725721], [-73.949924, 40.724056], [-73.949078, 40.722539999999995], [-73.949866, 40.722179], [-73.95064599999999, 40.721705], [-73.951646, 40.723486]]",846,         47151,873,14,846,439,409,141,846,25,409,362
174,0470571.002,"[[-73.94543, 40.725518], [-73.945015, 40.723003999999996], [-73.946275, 40.722863], [-73.947425, 40.724885], [-73.945773, 40.725432], [-73.94543, 40.725518]]",1127,         37670,1142,9,1127,450,527,138,1127,15,527,449
175,0470571.004,"[[-73.947425, 40.724885], [-73.949083, 40.724336], [-73.949924, 40.724056], [-73.950875, 40.725721], [-73.950029, 40.725999], [-73.948373, 40.726548], [-73.947425, 40.724885]]",1004,         46385,1026,3,1004,464,508,122,1004,18,508,408
176,0470573.001,"[[-73.949083, 40.729518], [-73.948255, 40.729791], [-73.94624499999999, 40.730487], [-73.946046, 40.729257], [-73.945741, 40.727382], [-73.94587899999999, 40.727354], [-73.947544, 40.726822], [-73.948495, 40.728485], [-73.949321, 40.728213], [-73.949911, 40.729244], [-73.949083, 40.729518]]",774,         79555,788,8,774,312,348,100,774,14,348,278
177,0470573.002,"[[-73.951821, 40.727384], [-73.95097799999999, 40.727664], [-73.949321, 40.728213], [-73.948495, 40.728485], [-73.947544, 40.726822], [-73.948373, 40.726548], [-73.950029, 40.725999], [-73.950875, 40.725721], [-73.951821, 40.727384]]",984,         46112,1008,22,984,392,448,120,984,21,448,334
178,0470573.003,"[[-73.95097799999999, 40.727664], [-73.951821, 40.727384], [-73.952412, 40.728418], [-73.951567, 40.728697], [-73.950659, 40.728995999999995], [-73.949911, 40.729244], [-73.949321, 40.728213], [-73.95097799999999, 40.727664]]",850,         44453,874,10,850,381,393,114,850,24,393,312
179,0470575.001,"[[-73.95245899999999, 40.734688999999996], [-73.952259, 40.733988], [-73.954843, 40.73374], [-73.954959, 40.734449], [-73.955074, 40.73516], [-73.95519, 40.735867], [-73.952975, 40.736079], [-73.9529, 40.735644], [-73.952604, 40.735391], [-73.95245899999999, 40.734688999999996]]",1116,         49246,1149,32,1116,460,522,142,1116,33,522,469
180,0470575.003,"[[-73.951494, 40.73046], [-73.954245, 40.730197], [-73.954379, 40.730906999999995], [-73.95460899999999, 40.732324], [-73.952012, 40.732572], [-73.95178, 40.731152], [-73.951494, 40.73046]]",996,         53243,1017,15,996,488,499,141,996,19,499,431
181,0470575.004,"[[-73.950659, 40.728995999999995], [-73.951567, 40.728697], [-73.952412, 40.728418], [-73.953273, 40.728133], [-73.95365799999999, 40.728823], [-73.953957, 40.729503], [-73.954245, 40.730197], [-73.951494, 40.73046], [-73.950659, 40.728995999999995]]",1091,         49756,1119,25,1091,437,477,142,1091,27,477,426
182,0470179.002,"[[-73.97174199999999, 40.682646], [-73.97377999999999, 40.683060999999995], [-73.973922, 40.683755999999995], [-73.97428099999999, 40.685513], [-73.973322, 40.685621], [-73.973274, 40.685842], [-73.972848, 40.685674999999996], [-73.972274, 40.685443], [-73.971223, 40.685021], [-73.97064, 40.682414], [-73.97174199999999, 40.682646]]",1438,         76653,1494,757,1438,518,596,144,1438,49,596,428
183,0470179.003,"[[-73.97143299999999, 40.686063999999995], [-73.97046999999999, 40.686174], [-73.96949, 40.686288], [-73.969062, 40.684157], [-73.971223, 40.685021], [-73.972274, 40.685443], [-73.972848, 40.685674999999996], [-73.973274, 40.685842], [-73.972398, 40.685953999999995], [-73.97143299999999, 40.686063999999995]]",735,         38838,790,378,735,253,274,71,735,46,274,164
184,0470181.001,"[[-73.972687, 40.687415], [-73.973126, 40.689622], [-73.97213599999999, 40.689582], [-73.971727, 40.687528], [-73.97143299999999, 40.686063999999995], [-73.972398, 40.685953999999995], [-73.972687, 40.687415]]",878,         33162,939,287,878,422,482,100,878,54,482,395
185,0470181.003,"[[-73.973648, 40.687303], [-73.97337399999999, 40.685885], [-73.973274, 40.685842], [-73.973322, 40.685621], [-73.97428099999999, 40.685513], [-73.974616, 40.687191], [-73.975106, 40.689698], [-73.974109, 40.689662999999996], [-73.973648, 40.687303]]",1172,         38258,1246,361,1172,695,732,136,1172,65,732,503
186,0470181.004,"[[-73.96949, 40.686288], [-73.97046999999999, 40.686174], [-73.97143299999999, 40.686063999999995], [-73.971727, 40.687528], [-73.97213599999999, 40.689582], [-73.971142, 40.689544], [-73.970131, 40.689506], [-73.96978299999999, 40.687751999999996], [-73.96949, 40.686288]]",999,         62882,1063,336,999,397,476,117,999,53,476,312
187,0470183.001,"[[-73.97187199999999, 40.69321], [-73.97085899999999, 40.693172], [-73.969831, 40.693135], [-73.969521, 40.691564], [-73.96910299999999, 40.689468], [-73.970131, 40.689506], [-73.971142, 40.689544], [-73.97156, 40.69164], [-73.97187199999999, 40.69321]]",1096,         69665,1196,331,1096,473,533,136,1096,92,533,452
188,0470183.002,"[[-73.97354, 40.691707], [-73.97255299999999, 40.69168], [-73.97156, 40.69164], [-73.971142, 40.689544], [-73.97213599999999, 40.689582], [-73.973126, 40.689622], [-73.97354, 40.691707]]",732,         38679,774,181,732,345,364,119,732,40,364,265
189,0470183.003,"[[-73.97156, 40.69164], [-73.97255299999999, 40.69168], [-73.97354, 40.691707], [-73.973855, 40.693287], [-73.973559, 40.693262], [-73.97332999999999, 40.693258], [-73.972911, 40.693251], [-73.97187199999999, 40.69321], [-73.97156, 40.69164]]",672,         28967,721,180,672,311,310,109,672,41,310,241
190,0470185.011,"[[-73.972911, 40.693251], [-73.97299199999999, 40.693646], [-73.973123, 40.694292999999995], [-73.973309, 40.695209999999996], [-73.97343099999999, 40.695812], [-73.973457, 40.696079999999995], [-73.972438, 40.696039999999996], [-73.972387, 40.695792999999995], [-73.97187199999999, 40.69321], [-73.972911, 40.693251]]",692,         27488,730,311,692,256,245,75,692,37,245,214
191,0470185.013,"[[-73.973928, 40.694232], [-73.974342, 40.694271], [-73.974586, 40.694286999999996], [-73.974999, 40.694275], [-73.97532799999999, 40.694202], [-73.975987, 40.694089], [-73.976188, 40.695098], [-73.97506299999999, 40.69508], [-73.975048, 40.695080999999995], [-73.97426399999999, 40.695100000000004], [-73.973309, 40.695209999999996], [-73.973123, 40.694292999999995], [-73.973928, 40.694232]]",1044,         23899,1110,777,1044,164,409,35,1044,62,409,409
192,0470185.014,"[[-73.973559, 40.693262], [-73.973855, 40.693287], [-73.97498499999999, 40.693329], [-73.975848, 40.693360999999996], [-73.975987, 40.694089], [-73.97532799999999, 40.694202], [-73.974999, 40.694275], [-73.974586, 40.694286999999996], [-73.974342, 40.694271], [-73.973928, 40.694232], [-73.973123, 40.694292999999995], [-73.97299199999999, 40.693646], [-73.972911, 40.693251], [-73.97332999999999, 40.693258], [-73.973559, 40.693262]]",882,         25401,930,622,882,132,375,23,882,44,375,373
193,0470187.001,"[[-73.97085899999999, 40.693172], [-73.97187199999999, 40.69321], [-73.972387, 40.695792999999995], [-73.972438, 40.696039999999996], [-73.96937199999999, 40.695954], [-73.96932, 40.695687], [-73.96880999999999, 40.693121], [-73.969831, 40.693135], [-73.97085899999999, 40.693172]]",1411,         80870,1506,443,1411,507,551,166,1411,84,551,397
194,0470191.002,"[[-73.96444799999999, 40.695595], [-73.96405399999999, 40.693628], [-73.964984, 40.693515], [-73.96590599999999, 40.693433], [-73.966342, 40.695575999999996], [-73.96638899999999, 40.69581], [-73.965434, 40.695941], [-73.964551, 40.696107], [-73.96444799999999, 40.695702], [-73.96444799999999, 40.695595]]",557,         43164,600,174,557,214,224,78,557,35,224,171
195,0470191.003,"[[-73.96880999999999, 40.693121], [-73.96932, 40.695687], [-73.96937199999999, 40.695954], [-73.968384, 40.695931], [-73.96638899999999, 40.69581], [-73.966342, 40.695575999999996], [-73.96590599999999, 40.693433], [-73.966881, 40.693341], [-73.967844, 40.69323], [-73.96880999999999, 40.693121]]",1040,         72780,1078,418,1040,392,435,134,1040,36,435,300
196,0470193.001,"[[-73.96073799999999, 40.692423999999995], [-73.961899, 40.6923], [-73.962211, 40.69386], [-73.96109299999999, 40.694010999999996], [-73.96015799999999, 40.694117], [-73.95984399999999, 40.69253], [-73.959428, 40.690447999999996], [-73.960293, 40.690346], [-73.96073799999999, 40.692423999999995]]",1455,         48806,1527,288,1455,507,474,171,1455,63,474,445
197,0470193.003,"[[-73.96073799999999, 40.692423999999995], [-73.960293, 40.690346], [-73.962392, 40.690106], [-73.965188, 40.689782], [-73.96560000000001, 40.691871], [-73.961899, 40.6923], [-73.96073799999999, 40.692423999999995]]",852,         97875,890,47,852,241,173,66,852,35,173,171
198,0470193.004,"[[-73.96560000000001, 40.691871], [-73.96590599999999, 40.693433], [-73.964984, 40.693515], [-73.96405399999999, 40.693628], [-73.963127, 40.693733], [-73.962211, 40.69386], [-73.961899, 40.6923], [-73.96560000000001, 40.691871]]",1564,         54775,1636,688,1564,446,554,56,1564,66,554,44
199,0470195.001,"[[-73.966566, 40.691756], [-73.966881, 40.693341], [-73.96590599999999, 40.693433], [-73.96560000000001, 40.691871], [-73.965188, 40.689782], [-73.966135, 40.689673], [-73.966566, 40.691756]]",643,         33807,685,153,643,317,338,76,643,36,338,250
200,0470195.003,"[[-73.967531, 40.691643], [-73.96711499999999, 40.689561], [-73.96807799999999, 40.689451999999996], [-73.968493, 40.691545], [-73.96880999999999, 40.693121], [-73.967844, 40.69323], [-73.967531, 40.691643]]",1231,         33879,1304,710,1231,448,650,99,1231,61,650,237
201,0470195.004,"[[-73.96910299999999, 40.689468], [-73.969521, 40.691564], [-73.969831, 40.693135], [-73.96880999999999, 40.693121], [-73.968493, 40.691545], [-73.96807799999999, 40.689451999999996], [-73.96910299999999, 40.689468]]",697,         35196,730,304,697,299,347,84,697,29,347,263
