,lat,lng,price,htype,comm
1439,41.905567,-87.62966,219500.0,Condo,Near North Side
1440,41.908,-87.62917,242000.0,Condo,Near North Side
1441,41.88971,-87.63605,421000.0,Condo,Near North Side
1442,41.893105,-87.61702,480000.0,Condo,Near North Side
1443,41.871517,-87.63435,82500.0,Condo,Loop
1444,41.909607,-87.63247,296500.0,Condo,Near North Side
1445,41.934036,-87.647385,515000.0,Condo,
1446,42.010082,-87.69604,157000.0,Condo,West Rogers Park
1447,41.891075,-87.638535,581000.0,Condo,Near North Side
1448,41.88552,-87.61469,755000.0,Condo,Loop
1449,41.906925,-87.63233,220000.0,Condo,Near North Side
1450,41.968792,-87.660805,172000.0,Condo,Uptown
1451,41.93964,-87.65669,520000.0,Condo,
1452,41.89102,-87.64219,590000.0,Condo,Goose Island
1453,41.892418,-87.683876,885000.0,Condo,Ukranian Village
1454,41.90789,-87.666,335000.0,Condo,Goose Island
1455,41.883556,-87.6342,240000.0,Condo,Loop
1456,41.89097,-87.68139,330000.0,Condo,Ukranian Village
1457,41.89881,-87.62938,222500.0,Condo,Near North Side
1458,41.872707,-87.6294,158000.0,Condo,Loop
1459,41.988045,-87.67356,390000.0,Townhouse,Edgewater
1460,41.95571,-87.653534,207000.0,Condo,Uptown
1461,41.895355,-87.62495,700000.0,Condo,Near North Side
1462,41.931458,-87.666534,573000.0,Condo,DePaul
1463,41.87472,-87.62839,215000.0,Condo,Loop
1464,41.98604,-87.6546,245000.0,Condo,Edgewater
1465,41.691574,-87.71706,75000.0,Condo,Mount Greenwood
1466,41.75688,-87.565315,100000.0,Condo,South Shore
1467,41.880634,-87.65145,375000.0,Condo,
1468,41.875263,-87.62799,366500.0,Condo,Loop
1469,41.767384,-87.57015,32000.0,Condo,South Shore
1470,41.85878,-87.62031,580000.0,Townhouse,Near South Side
1471,41.876617,-87.68061,133000.0,Condo,
1472,41.95568,-87.73205,145000.0,Condo,Irving Park
1473,41.88482,-87.64658,300000.0,Condo,
1474,41.912014,-87.63896,305000.0,Townhouse,Lincoln Park
1475,41.870743,-87.62471,297500.0,Condo,Loop
1476,41.86088,-87.64596,530000.0,Townhouse,New Community
1477,41.972057,-87.772995,130000.0,Condo,Jefferson Park
1478,41.954105,-87.648476,205000.0,Condo,
1479,41.892147,-87.615036,460000.0,Condo,Near North Side
1480,41.917454,-87.682205,314000.0,Condo,Bucktown
1481,41.91421,-87.63393,175000.0,Condo,Lincoln Park
1482,41.966576,-87.697266,210000.0,Condo,Ravenswood
1483,41.958786,-87.64783,234000.0,Condo,Uptown
1484,41.944717,-87.655525,471500.0,Condo,
1485,41.945904,-87.6515,553000.0,Condo,
1486,41.945335,-87.64648,360000.0,Condo,
1487,42.021442,-87.66704,40000.0,Condo,Rogers Park
1488,41.92817,-87.67234,325000.0,Condo,DePaul
1489,41.944427,-87.64214,235000.0,Condo,
1490,41.89077,-87.61482,240000.0,Condo,Near North Side
1491,41.85904,-87.65448,300000.0,Condo,Pilsen
1492,42.009403,-87.67837,182500.0,Condo,Rogers Park
1493,42.00913,-87.70832,75000.0,Condo,West Rogers Park
1494,41.9476,-87.64892,387000.0,Condo,
1495,41.918762,-87.64005,827000.0,Condo,Lincoln Park
1496,41.957108,-87.680405,380000.0,Condo,North Center
1497,41.906353,-87.627014,444000.0,Condo,Near North Side
1498,41.969486,-87.76566,117000.0,Condo,Jefferson Park
1499,41.959473,-87.678474,273000.0,Condo,North Center
1500,41.880314,-87.65112,498500.0,Condo,
1501,41.953304,-87.64557,125000.0,Condo,
1502,41.900703,-87.63167,365000.0,Condo,Near North Side
1503,41.892082,-87.62886,265000.0,Condo,Near North Side
1504,41.946556,-87.68051,415000.0,Condo,North Center
1505,41.949047,-87.644264,125000.0,Condo,
1506,41.913506,-87.69145,304000.0,Condo,West Town
1507,41.892197,-87.6723,267000.0,Condo,Ukranian Village
1508,41.931686,-87.66383,665000.0,Condo,DePaul
1509,41.91947,-87.70291,216000.0,Condo,Logan Square
1510,41.937477,-87.64548,290500.0,Condo,
1511,41.88488,-87.61794,635000.0,Condo,Loop
1512,41.889584,-87.63306,315000.0,Condo,Near North Side
1513,41.9139,-87.678825,640000.0,Townhouse,Wicker Park
1514,41.918804,-87.63699,282000.0,Condo,Lincoln Park
1515,41.797283,-87.58257,132000.0,Condo,Hyde Park
1516,41.88715,-87.645226,803500.0,Condo,
1517,41.935307,-87.64152,388000.0,Condo,
1518,41.936634,-87.64555,662500.0,Condo,
1519,41.95222,-87.66514,485000.0,Condo,
1520,41.988735,-87.65469,238000.0,Condo,
1521,41.68975,-87.60748,113000.0,Townhouse,Pullman
1522,41.938168,-87.66597,730000.0,Condo,
1523,41.945114,-87.65876,328500.0,Condo,
1524,41.88485,-87.61681,422500.0,Condo,Loop
1525,41.992744,-87.654335,275000.0,Condo,
1526,41.96933,-87.69718,224000.0,Condo,Ravenswood
1527,41.98105,-87.65449,90000.0,Condo,Edgewater
1528,41.963116,-87.671715,357000.0,Townhouse,Ravenswood
1529,41.93965,-87.68382,462000.0,Condo,Roscoe Village
1530,41.996143,-87.66136,201000.0,Condo,Edgewater
1531,41.93415,-87.671646,869000.0,Condo,
1532,41.90137,-87.62468,200000.0,Condo,Near North Side
1533,41.890224,-87.633354,985000.0,Condo,Near North Side
1534,42.001488,-87.81352,155000.0,Condo,Edison Park
1535,41.935307,-87.67856,380000.0,Condo,Roscoe Village
1536,41.870872,-87.62807,191000.0,Condo,Loop
1537,41.922653,-87.691734,324000.0,Condo,Bucktown
1538,41.95965,-87.70662,163500.0,Condo,Irving Park
1539,41.855236,-87.62117,242000.0,Condo,Near South Side
1540,41.891457,-87.61894,222500.0,Condo,Near North Side
1541,41.894444,-87.67003,220000.0,Condo,Goose Island
1542,41.876583,-87.63493,287500.0,Condo,Loop
1543,41.902676,-87.63187,26500.0,Condo,Near North Side
1544,41.880894,-87.62734,215000.0,Condo,Loop
1545,41.907135,-87.6305,160000.0,Condo,Near North Side
1546,41.911064,-87.69558,305000.0,Condo,West Town
1547,41.817787,-87.61078,46000.0,Condo,Grand Boulevard
1548,41.96134,-87.64932,100000.0,Condo,Uptown
1549,41.900093,-87.644424,655000.0,Townhouse,Near North Side
1550,41.894325,-87.62908,1265000.0,Condo,Near North Side
1551,41.87829,-87.6447,211500.0,Condo,
1552,41.971172,-87.68977,283500.0,Condo,Ravenswood
1553,41.906025,-87.62767,201000.0,Condo,Near North Side
1554,41.79463,-87.59772,297000.0,Condo,Hyde Park
1555,41.864223,-87.62965,520000.0,Townhouse,Near South Side
1556,41.96995,-87.65645,260000.0,Condo,Uptown
1557,41.904552,-87.63692,315000.0,Condo,Near North Side
1558,41.89917,-87.683754,299000.0,Condo,Ukranian Village
1559,41.89152,-87.68862,345000.0,Condo,West Town
1560,41.931206,-87.64244,186000.0,Condo,Lincoln Park
1561,41.861725,-87.66498,259000.0,Condo,University Village / Little Italy
1562,41.908997,-87.67294,457000.0,Condo,Wicker Park
1563,41.892258,-87.62158,258000.0,Condo,Near North Side
1564,41.949203,-87.65957,160000.0,Condo,
1565,42.00468,-87.67151,85000.0,Condo,Rogers Park
1566,41.91844,-87.64211,339000.0,Condo,Lincoln Park
1567,41.987602,-87.67198,481000.0,Condo,Edgewater
1568,41.897926,-87.67063,339500.0,Condo,Goose Island
1569,41.942204,-87.74774,99000.0,Condo,Portage Park
1570,41.904232,-87.63391,225000.0,Condo,Near North Side
1571,41.996914,-87.656006,67000.0,Condo,Edgewater
1572,41.76088,-87.55864,60000.0,Townhouse,South Shore
1573,41.911705,-87.7099,106000.0,Condo,Humboldt Park
1574,42.013103,-87.66779,85000.0,Condo,Rogers Park
1575,41.94107,-87.65863,437500.0,Condo,
1576,41.804024,-87.62382,25500.0,Condo,Grand Boulevard
1577,41.910564,-87.68116,350000.0,Condo,Wicker Park
1578,41.975636,-87.65237,151000.0,Condo,Uptown
1579,41.93587,-87.63799,259500.0,Condo,
1580,41.86869,-87.62538,607000.0,Condo,Loop
1581,41.918762,-87.64005,1250000.0,Condo,Lincoln Park
1582,41.97582,-87.84085,88000.0,Condo,O'Hare
1583,41.914368,-87.71069,104000.0,Condo,Logan Square
1584,41.88485,-87.62751,525000.0,Condo,Loop
1585,41.88254,-87.66152,402000.0,Condo,
1586,41.871517,-87.63435,90000.0,Condo,Loop
1587,41.91868,-87.658615,670000.0,Condo,DePaul
1588,41.942493,-87.64048,195000.0,Condo,
1589,41.975636,-87.65237,120000.0,Condo,Uptown
1590,41.900043,-87.64534,675000.0,Townhouse,Near North Side
1591,41.93625,-87.75572,72000.0,Condo,Cragin
1592,41.925293,-87.63856,341500.0,Condo,Lincoln Park
1593,42.005074,-87.67201,70000.0,Condo,Rogers Park
1594,42.009556,-87.704994,65500.0,Condo,West Rogers Park
1595,41.954742,-87.787994,170000.0,Condo,Dunning
1596,41.86869,-87.62538,200000.0,Condo,Loop
1597,41.932564,-87.65076,630000.0,Condo,DePaul
1598,41.8789,-87.65924,780000.0,Condo,
1599,41.89139,-87.621315,1080000.0,Condo,Near North Side
1600,41.887062,-87.61969,570000.0,Condo,Loop
1601,41.963894,-87.66413,224000.0,Condo,Uptown
1602,41.916103,-87.6396,744500.0,Condo,Lincoln Park
1603,41.93523,-87.63962,195000.0,Condo,
1604,41.880974,-87.65911,475000.0,Condo,
1605,41.862427,-87.62186,692500.0,Townhouse,Near South Side
1606,41.936905,-87.63846,162000.0,Condo,
1607,41.900887,-87.67019,425000.0,Condo,Wicker Park
1608,41.98524,-87.66381,175000.0,Condo,Edgewater
1609,41.878345,-87.64208,255000.0,Condo,
1610,41.991093,-87.66648,279500.0,Condo,Edgewater
1611,41.99051,-87.74895,205000.0,Condo,Sauganash
1612,41.955917,-87.647415,105000.0,Condo,Uptown
1613,41.981674,-87.65449,160000.0,Condo,Edgewater
1614,41.983013,-87.69275,200000.0,Condo,Lincoln Square
1615,41.94229,-87.65434,416000.0,Condo,
1616,41.91867,-87.65372,802500.0,Condo,DePaul
1617,41.91083,-87.63903,585000.0,Condo,Near North Side
1618,41.910526,-87.683754,550000.0,Condo,Wicker Park
1619,41.88057,-87.65677,556000.0,Condo,
1620,41.87964,-87.640366,277000.0,Condo,
1621,41.90033,-87.61995,890000.0,Condo,Near North Side
1622,41.960022,-87.70191,360000.0,Condo,Irving Park
1623,42.000404,-87.806274,125000.0,Condo,Norwood Park
1624,41.952366,-87.66796,895000.0,Townhouse,
1625,41.912148,-87.68326,515000.0,Condo,Wicker Park
1626,41.886562,-87.62159,246000.0,Condo,Loop
1627,41.811966,-87.614265,115000.0,Townhouse,Grand Boulevard
1628,41.801147,-87.59932,165000.0,Condo,Hyde Park
1629,41.880096,-87.6535,530000.0,Condo,
1630,41.90979,-87.6312,175000.0,Condo,Near North Side
1631,41.895958,-87.69709,317000.0,Condo,West Town
1632,41.908443,-87.70967,230000.0,Townhouse,Humboldt Park
1633,41.927418,-87.667404,382000.0,Condo,DePaul
1634,41.879524,-87.65244,391000.0,Condo,
1635,41.889793,-87.62605,437500.0,Condo,Near North Side
1636,41.901814,-87.68833,415000.0,Condo,West Town
1637,41.924892,-87.63698,292000.0,Condo,Lincoln Park
1638,41.98233,-87.65556,540000.0,Condo,Edgewater
1639,41.808773,-87.61177,38000.0,Condo,Grand Boulevard
1640,41.898827,-87.6196,160000.0,Condo,Near North Side
1641,41.989227,-87.65469,207000.0,Condo,
1642,41.89964,-87.62512,1125000.0,Condo,Near North Side
1643,41.908794,-87.63237,318000.0,Condo,Near North Side
1644,41.989227,-87.65469,79000.0,Condo,
1645,41.988346,-87.664894,316500.0,Condo,Edgewater
1646,41.912354,-87.68434,388000.0,Condo,Wicker Park
1647,41.93924,-87.67021,386000.0,Condo,
1648,41.795704,-87.602295,130000.0,Condo,Hyde Park
1649,41.949047,-87.644264,111000.0,Condo,
1650,41.769115,-87.722145,33000.0,Condo,West Lawn
1651,41.93283,-87.6865,282000.0,Condo,Bucktown
1652,42.000034,-87.67815,60000.0,Condo,Rogers Park
1653,41.9333,-87.63858,375000.0,Condo,
1654,41.997074,-87.67593,65000.0,Condo,West Rogers Park
1655,41.931995,-87.672676,215000.0,Condo,DePaul
1656,41.998924,-87.67776,50000.0,Condo,West Rogers Park
1657,41.989376,-87.65779,289500.0,Condo,Edgewater
1658,41.89953,-87.621346,815000.0,Condo,Near North Side
1659,41.97869,-87.66676,490000.0,Condo,Edgewater
1660,41.86876,-87.62809,360000.0,Condo,Loop
1661,41.890232,-87.618164,339000.0,Condo,
1662,41.943428,-87.68478,185000.0,Condo,Roscoe Village
1663,41.89139,-87.621315,490000.0,Condo,Near North Side
1664,41.875008,-87.631226,415000.0,Condo,Loop
1665,41.795494,-87.60294,502000.0,Townhouse,Hyde Park
1666,41.94537,-87.64324,164500.0,Condo,
1667,41.972458,-87.68631,290000.0,Condo,Ravenswood
1668,41.824272,-87.61848,125000.0,Townhouse,Douglas
1669,41.896454,-87.65977,365000.0,Condo,Goose Island
1670,41.927986,-87.6492,372000.0,Condo,DePaul
1671,41.980457,-87.845955,200000.0,Condo,O'Hare
1672,41.915356,-87.79044,107000.0,Townhouse,Galewood
1673,41.97154,-87.678825,457000.0,Condo,Ravenswood
1674,41.898598,-87.68851,430000.0,Condo,West Town
1675,41.865368,-87.62371,22500.0,Condo,Near South Side
1676,41.89532,-87.62647,795000.0,Condo,Near North Side
1677,41.89626,-87.636475,283500.0,Condo,Near North Side
1678,41.939262,-87.681816,415000.0,Condo,Roscoe Village
1679,41.896454,-87.65977,451500.0,Condo,Goose Island
1680,41.739174,-87.71668,150000.0,Condo,Ashburn
1681,41.886642,-87.61614,825000.0,Condo,Loop
1682,41.910076,-87.63239,399000.0,Condo,Near North Side
1683,41.936497,-87.65741,320000.0,Condo,
1684,41.881386,-87.65809,730000.0,Townhouse,
1685,41.818806,-87.635155,44000.0,Townhouse,Fuller Park
1686,41.937595,-87.66939,542000.0,Condo,
1687,41.90812,-87.66891,515000.0,Condo,Wicker Park
1688,41.93033,-87.639854,216000.0,Condo,Lincoln Park
1689,41.994072,-87.65464,100000.0,Condo,
1690,41.89387,-87.63021,442000.0,Condo,Near North Side
1691,41.873566,-87.659004,410000.0,Townhouse,University Village / Little Italy
1692,41.861637,-87.62618,220000.0,Condo,Near South Side
1693,41.974804,-87.6522,86000.0,Condo,Uptown
1694,41.93022,-87.64686,340000.0,Condo,Lincoln Park
1695,41.963776,-87.761505,135500.0,Condo,Portage Park
1696,41.93582,-87.64525,495000.0,Condo,
1697,41.966274,-87.66005,345000.0,Condo,Uptown
1698,41.92054,-87.63676,225000.0,Condo,Lincoln Park
1699,41.94499,-87.66323,500000.0,Condo,
1700,41.937626,-87.658516,512500.0,Condo,
1701,41.909607,-87.63247,192500.0,Condo,Near North Side
1702,41.9124,-87.64921,537500.0,Condo,DePaul
1703,41.993843,-87.66398,212000.0,Condo,Edgewater
1704,41.88179,-87.66104,495000.0,Condo,
1705,41.974648,-87.667854,440000.0,Condo,Uptown
1706,41.94604,-87.82643,215000.0,Townhouse,Dunning
1707,41.896767,-87.69694,325000.0,Condo,West Town
1708,41.93523,-87.63962,210000.0,Condo,
1709,41.906937,-87.6305,235000.0,Condo,Near North Side
1710,41.79871,-87.59615,335000.0,Condo,Hyde Park
1711,41.95878,-87.64837,243000.0,Condo,Uptown
1712,41.95128,-87.645805,25000.0,Condo,
1713,42.01313,-87.68219,81000.0,Condo,Rogers Park
1714,41.976532,-87.69032,95000.0,Condo,Lincoln Square
1715,41.83501,-87.63547,328000.0,Townhouse,Armour Square
1716,41.856003,-87.62678,307500.0,Condo,Near South Side
1717,41.87953,-87.653786,255000.0,Condo,
1718,41.904564,-87.62551,810000.0,Condo,Near North Side
1719,41.919537,-87.80558,76500.0,Condo,Galewood
1720,41.936497,-87.65741,176000.0,Condo,
1721,41.93898,-87.64141,135000.0,Condo,
1722,41.981674,-87.65449,114500.0,Condo,Edgewater
1723,41.980312,-87.65444,220000.0,Condo,Edgewater
1724,41.97405,-87.782166,132000.0,Condo,Jefferson Park
1725,41.991837,-87.7003,198000.0,Condo,West Rogers Park
1726,41.95634,-87.73138,52000.0,Condo,Irving Park
1727,41.98949,-87.80959,147000.0,Condo,Norwood Park
1728,41.947975,-87.643776,130000.0,Condo,
1729,41.96472,-87.74015,118000.0,Condo,Irving Park
1730,41.893105,-87.61702,282500.0,Condo,Near North Side
1731,41.89701,-87.65491,280000.0,Condo,Goose Island
1732,41.942806,-87.79083,135000.0,Condo,Dunning
1733,41.89781,-87.634926,775000.0,Condo,Near North Side
1734,41.888348,-87.62881,230000.0,Condo,Near North Side
1735,41.92786,-87.66099,315000.0,Condo,DePaul
1736,41.942085,-87.64809,295000.0,Condo,
1737,41.798145,-87.59928,452500.0,Townhouse,Hyde Park
1738,41.889584,-87.63306,422000.0,Condo,Near North Side
1739,41.888348,-87.62881,136000.0,Condo,Near North Side
1740,41.90512,-87.63611,749500.0,Townhouse,Near North Side
1741,41.898716,-87.62094,665000.0,Condo,Near North Side
1742,41.932686,-87.66073,410000.0,Condo,
1743,41.88485,-87.61681,180000.0,Condo,Loop
1744,41.944427,-87.64214,207500.0,Condo,
1745,41.912838,-87.650345,450000.0,Condo,DePaul
1746,41.94219,-87.74921,63500.0,Condo,Portage Park
1747,41.895153,-87.62715,365000.0,Condo,Near North Side
1748,41.957207,-87.65337,268000.0,Condo,Uptown
1749,41.909607,-87.63247,525000.0,Condo,Near North Side
1750,41.92791,-87.69434,435500.0,Condo,Bucktown
1751,41.89953,-87.621346,520000.0,Condo,Near North Side
1752,41.98763,-87.67103,170000.0,Condo,Edgewater
1753,41.909218,-87.6662,387000.0,Condo,Goose Island
1754,41.94942,-87.80749,54000.0,Condo,Dunning
1755,41.95222,-87.66514,475000.0,Condo,
1756,41.909016,-87.62657,132500.0,Condo,Near North Side
1757,41.89979,-87.623505,830000.0,Condo,Near North Side
1758,41.906097,-87.62912,1600000.0,Condo,Near North Side
1759,42.009174,-87.70667,157500.0,Condo,West Rogers Park
1760,41.909218,-87.628426,320000.0,Condo,Near North Side
1761,41.97829,-87.66444,286500.0,Condo,Edgewater
1762,42.01744,-87.6826,193000.0,Condo,Rogers Park
1763,41.89815,-87.627174,143000.0,Condo,Near North Side
1764,41.90207,-87.62483,925000.0,Condo,Near North Side
1765,41.897133,-87.67377,420000.0,Condo,Ukranian Village
1766,41.778606,-87.598755,115000.0,Condo,Woodlawn
1767,41.863747,-87.64611,235000.0,Condo,University Village / Little Italy
1768,41.981674,-87.65449,110000.0,Condo,Edgewater
1769,41.89139,-87.621315,605000.0,Condo,Near North Side
1770,41.91227,-87.635506,230000.0,Condo,Lincoln Park
1771,41.89152,-87.61278,348000.0,Condo,Near North Side
1772,41.910076,-87.63239,238000.0,Condo,Near North Side
1773,41.87892,-87.64453,397000.0,Condo,
1774,41.979214,-87.69772,77000.0,Condo,Lincoln Square
1775,41.79409,-87.58933,540000.0,Townhouse,Hyde Park
1776,41.938644,-87.66056,463500.0,Condo,
1777,41.963955,-87.65084,185000.0,Condo,Uptown
1778,41.935863,-87.64125,580000.0,Condo,
1779,41.891426,-87.67224,315000.0,Condo,Ukranian Village
1780,41.806602,-87.58658,117000.0,Condo,Kenwood
1781,41.85544,-87.62008,645000.0,Townhouse,Near South Side
1782,41.775455,-87.74948,126000.0,Townhouse,Clearing
1783,41.87689,-87.64803,226500.0,Condo,Greektown
1784,41.94256,-87.64866,619000.0,Condo,
1785,41.89831,-87.66819,575000.0,Condo,Goose Island
1786,41.901997,-87.67057,582000.0,Condo,Wicker Park
1787,42.01865,-87.681274,130000.0,Condo,Rogers Park
1788,41.972908,-87.675095,425000.0,Condo,Ravenswood
1789,41.947975,-87.643776,145000.0,Condo,
1790,41.943592,-87.66546,280000.0,Condo,
1791,41.87714,-87.6969,53000.0,Condo,East Garfield Park
1792,41.88485,-87.61681,210000.0,Condo,Loop
1793,41.943104,-87.663506,600000.0,Condo,
1794,41.897816,-87.6694,370000.0,Condo,Goose Island
1795,41.939297,-87.67198,665000.0,Townhouse,
1796,41.89979,-87.623505,860000.0,Condo,Near North Side
1797,41.876225,-87.65125,325000.0,Condo,
1798,42.009525,-87.68163,46500.0,Condo,Rogers Park
1799,41.909016,-87.62657,417000.0,Condo,Near North Side
1800,41.809116,-87.60205,155000.0,Condo,Kenwood
1801,41.89693,-87.6706,480000.0,Condo,Goose Island
1802,41.90529,-87.63349,223000.0,Condo,Near North Side
1803,41.896416,-87.62385,452000.0,Condo,Near North Side
1804,41.98949,-87.80959,43000.0,Condo,Norwood Park
1805,41.95096,-87.676125,521500.0,Condo,North Center
1806,41.906944,-87.6373,417000.0,Condo,Near North Side
1807,41.93563,-87.681725,337000.0,Condo,Roscoe Village
1808,41.965,-87.71972,68000.0,Condo,Albany Park
1809,41.93146,-87.6463,322500.0,Condo,Lincoln Park
1810,41.90685,-87.67342,365000.0,Condo,Wicker Park
1811,41.889793,-87.62605,165000.0,Condo,Near North Side
1812,41.88124,-87.66029,290000.0,Condo,
1813,41.994385,-87.654655,135500.0,Condo,
1814,41.766544,-87.72208,40000.0,Condo,West Lawn
1815,41.969418,-87.76735,183000.0,Townhouse,Jefferson Park
1816,41.953293,-87.65525,355000.0,Condo,
1817,41.9749,-87.66079,280000.0,Condo,Uptown
1818,41.761803,-87.58169,34000.0,Condo,South Shore
1819,41.875008,-87.631226,262500.0,Condo,Loop
1820,41.932404,-87.64686,240000.0,Condo,Lincoln Park
1821,41.957897,-87.6987,121500.0,Condo,Irving Park
1822,41.9688,-87.69844,315000.0,Condo,Ravenswood
1823,41.890785,-87.66322,470000.0,Condo,Goose Island
1824,41.90628,-87.64126,395000.0,Condo,Near North Side
1825,41.90033,-87.61995,355000.0,Condo,Near North Side
1826,41.998802,-87.708565,225000.0,Townhouse,West Rogers Park
1827,41.803463,-87.59288,460500.0,Condo,Kenwood
1828,41.889698,-87.66159,405000.0,Condo,Goose Island
1829,41.922287,-87.689,576000.0,Condo,Bucktown
1830,41.840225,-87.62254,60000.0,Condo,Douglas
1831,41.915104,-87.66987,206000.0,Condo,Bucktown
1832,42.004826,-87.67256,235000.0,Condo,Rogers Park
1833,41.961685,-87.76502,59000.0,Condo,Portage Park
1834,41.79487,-87.58867,480000.0,Townhouse,Hyde Park
1835,41.90979,-87.6312,200500.0,Condo,Near North Side
1836,41.880875,-87.62808,230000.0,Condo,Loop
1837,41.871593,-87.62642,210000.0,Condo,Loop
1838,41.94076,-87.64977,289500.0,Condo,
1839,41.953854,-87.653206,375000.0,Condo,
1840,41.894505,-87.62713,1310000.0,Condo,Near North Side
1841,41.944847,-87.72512,240000.0,Condo,Avondale
1842,41.92489,-87.637665,225000.0,Condo,Lincoln Park
1843,42.017384,-87.66956,144000.0,Condo,Rogers Park
1844,41.90906,-87.66552,347000.0,Condo,Goose Island
1845,41.99194,-87.67386,365000.0,Condo,Edgewater
1846,41.9876,-87.6547,160000.0,Condo,Edgewater
1847,41.943344,-87.65022,540000.0,Condo,
1848,41.925293,-87.63856,319000.0,Condo,Lincoln Park
1849,41.949615,-87.645775,143500.0,Condo,
1850,41.99055,-87.79853,105000.0,Condo,Norwood Park
1851,41.888836,-87.63192,354000.0,Condo,Near North Side
1852,41.934383,-87.67421,395000.0,Condo,Roscoe Village
1853,41.94532,-87.66842,503000.0,Condo,
1854,41.962437,-87.676186,306000.0,Condo,Ravenswood
1855,41.972916,-87.651634,75000.0,Condo,Uptown
1856,41.89714,-87.673325,410000.0,Condo,Ukranian Village
1857,42.010933,-87.708015,75000.0,Condo,West Rogers Park
1858,41.984642,-87.71467,65500.0,Condo,North Park
1859,41.997692,-87.707184,56000.0,Condo,West Rogers Park
1860,41.859406,-87.62036,412000.0,Condo,Near South Side
1861,41.97121,-87.690475,371000.0,Condo,Ravenswood
1862,41.94675,-87.665474,322500.0,Condo,
1863,41.93027,-87.65045,370000.0,Condo,DePaul
1864,41.963905,-87.66977,212000.0,Condo,Ravenswood
1865,41.89656,-87.67806,450000.0,Condo,Ukranian Village
1866,41.889584,-87.63306,194500.0,Condo,Near North Side
1867,41.951668,-87.65238,560000.0,Condo,
1868,41.957153,-87.688286,390000.0,Condo,North Center
1869,41.947674,-87.71843,310000.0,Condo,Irving Park
1870,41.928185,-87.658195,202000.0,Condo,DePaul
1871,41.911755,-87.709656,84500.0,Condo,Humboldt Park
1872,41.794495,-87.59704,118000.0,Condo,Hyde Park
1873,41.85843,-87.64108,350000.0,Condo,Pilsen
1874,41.882324,-87.734604,63500.0,Condo,West Garfield Park
1875,41.89152,-87.61278,645000.0,Condo,Near North Side
1876,41.89742,-87.67428,525000.0,Condo,Ukranian Village
1877,41.90695,-87.6374,311000.0,Condo,Near North Side
1878,41.93033,-87.639854,232500.0,Condo,Lincoln Park
1879,41.789536,-87.61631,50000.0,Condo,Washington Park
1880,41.90535,-87.63521,807500.0,Townhouse,Near North Side
1881,41.872368,-87.631355,195000.0,Condo,Loop
1882,41.98453,-87.67053,485000.0,Condo,Edgewater
1883,41.89589,-87.643486,20000.0,Condo,Near North Side
1884,41.94508,-87.83598,125000.0,Condo,Dunning
1885,41.990704,-87.658615,52500.0,Condo,Edgewater
1886,41.93845,-87.65143,200000.0,Condo,
1887,41.91165,-87.64288,749000.0,Condo,Lincoln Park
1888,41.993736,-87.68114,73000.0,Condo,West Rogers Park
1889,41.776436,-87.59644,82000.0,Condo,Woodlawn
1890,41.929707,-87.653404,400000.0,Condo,DePaul
1891,41.966167,-87.6511,316500.0,Condo,Uptown
1892,41.874516,-87.69037,66000.0,Condo,Tri-Taylor
1893,41.972687,-87.65386,321000.0,Condo,Uptown
1894,41.996284,-87.66567,133000.0,Condo,Edgewater
1895,41.936905,-87.66428,449000.0,Condo,
1896,41.986645,-87.65465,315000.0,Condo,Edgewater
1897,41.767376,-87.570854,30000.0,Condo,South Shore
1898,41.954277,-87.701035,245000.0,Condo,Irving Park
1899,41.94464,-87.66917,373500.0,Condo,
1900,41.783978,-87.59187,38500.0,Condo,Woodlawn
1901,41.948444,-87.73872,425000.0,Townhouse,Irving Park
1902,41.960136,-87.64769,125000.0,Condo,Uptown
1903,41.996807,-87.65486,128000.0,Condo,Edgewater
1904,42.004017,-87.81967,110000.0,Condo,Edison Park
1905,41.951412,-87.66783,429000.0,Condo,
1906,42.005917,-87.65895,234000.0,Condo,Rogers Park
1907,41.892677,-87.66001,210500.0,Condo,Goose Island
1908,41.881916,-87.67991,250000.0,Townhouse,
1909,41.891483,-87.61725,438500.0,Condo,Near North Side
1910,41.976665,-87.68019,151500.0,Condo,Lincoln Square
1911,41.897076,-87.66958,470500.0,Condo,Goose Island
1912,41.94339,-87.676575,255000.0,Condo,Roscoe Village
1913,41.909607,-87.63247,155000.0,Condo,Near North Side
1914,42.010597,-87.671234,81500.0,Condo,Rogers Park
1915,41.900124,-87.64491,622500.0,Townhouse,Near North Side
1916,41.876274,-87.65037,325000.0,Condo,
1917,41.869484,-87.62808,332500.0,Condo,Loop
1918,41.973873,-87.67676,354000.0,Condo,Ravenswood
1919,41.9318,-87.652245,603000.0,Condo,DePaul
1920,41.902687,-87.62516,910000.0,Condo,Near North Side
1921,41.93523,-87.63962,303500.0,Condo,
1922,41.903744,-87.62802,650000.0,Condo,Near North Side
1923,41.951714,-87.66849,372500.0,Condo,
1924,41.957684,-87.64704,210000.0,Condo,Uptown
1925,41.97557,-87.69424,166000.0,Condo,Lincoln Square
1926,41.967903,-87.69643,262000.0,Condo,Ravenswood
1927,41.963764,-87.7622,155500.0,Condo,Portage Park
1928,41.92589,-87.64113,239000.0,Condo,Lincoln Park
1929,41.98709,-87.71101,64000.0,Condo,North Park
1930,41.952408,-87.665276,465000.0,Condo,
1931,41.86347,-87.628204,735000.0,Townhouse,Near South Side
