,gNum,comNum,gAllCrimePer,gHOMIper,gBURGper,gNARCper,gPop,gPopDen,gPrice,gPriceNum,gSchScore,gSchScoreNum,gSqDistFromCBD,Unnamed: 0,comName_cen2010,comPop2010,medInc2010,comNameLong,walkScore,tranScore,bikeScore,comPop,comName,area,Pr2010,Pr2011,Pr2012,Pr2013,Pr2014,HOM_TA2010,BAT_TA2010,BUR_TA2010,ROB_TA2010,NAR_TA2010,ALL_TA2010,comPop2014est,popDen2014est
506,1008.0,51.0,41668.0,0.0,4310.0,1756.0,626.3741803089364,1468.2643750419418,40000.0,2.0,0.0,0.0,12.192225218202406,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
507,1044.0,51.0,159.0,0.0,0.0,0.0,626.3741803089364,1468.2643750419418,0.0,0.0,0.0,0.0,14.960226413143165,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
508,1045.0,51.0,638.0,0.0,0.0,159.0,626.3741803089364,1468.2643750419418,0.0,0.0,0.0,0.0,14.306844164631418,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
509,1046.0,51.0,5108.0,0.0,478.0,319.0,626.3741803089364,1468.2643750419418,0.0,0.0,0.0,0.0,13.65543566432918,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
510,1047.0,51.0,154859.0,159.0,8461.0,11494.0,626.3741803089364,1468.2643750419418,21199.0,1.0,24.33,1.0,13.006297475732667,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
511,1048.0,51.0,119417.0,478.0,11654.0,6226.0,626.3741803089364,1468.2643750419418,32000.0,1.0,36.67,1.0,12.35978731552138,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
512,1087.0,51.0,6385.0,0.0,478.0,1117.0,626.3741803089364,1468.2643750419418,0.0,0.0,41.0,0.0,13.193928517344208,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
513,1088.0,51.0,33845.0,0.0,3192.0,4789.0,626.3741803089364,1468.2643750419418,0.0,0.0,54.67,1.0,12.557082391163242,50,South Deering,15109,38594,South Deering,39.0,49.0,44.33333333333334,11473.0,SouthDeering,303797059.7,,,,,,4.0,470.33333333333326,194.16666666666663,90.83333333333331,196.16666666666663,2619.1666666666665,16000.0,1468.2643750419418
514,811.0,54.0,228581.0,402.0,5629.0,9649.0,497.4145999770073,1165.9742047664963,0.0,0.0,44.67,2.0,9.816224730244572,53,Riverdale,6482,13380,Riverdale,31.33333333333333,44.66666666666666,36.66666666666666,5883.0,Riverdale,98389497.41,,,,,,3.6666666666666665,444.5,85.83333333333333,68.33333333333333,158.5,1557.333333333333,4115.0,1165.9742047664963
515,881.0,54.0,13268.0,0.0,804.0,1206.0,497.4145999770073,1165.9742047664963,0.0,0.0,0.0,0.0,16.582473282984115,53,Riverdale,6482,13380,Riverdale,31.33333333333333,44.66666666666666,36.66666666666666,5883.0,Riverdale,98389497.41,,,,,,3.6666666666666665,444.5,85.83333333333333,68.33333333333333,158.5,1557.333333333333,4115.0,1165.9742047664963
